Preliminary Synchronized Reserve Summary ,,,,,,,,,,,,,,,,,,,
Month:,"November, 2017 ",Report Creation Timestamp (EPT):, 01/05/2018 12:39:10 PM,,,,,,,,,,,,,,,,
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
11/04/2017 24,11/05/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),0,59496.47198,351.0289407,1216.784677,2044.52,0,592.5919507,848.192301,0,0,182,0,0,0,0,592.5919507
11/05/2017 01,11/05/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),0,56540.12193,263.5602016,1184.819792,739.43,0,453.0329899,860.8707807,0,0,182,0,0,0,0,453.0329899
11/05/2017 02,11/05/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),0,54407.80095,268.8375789,1363.225377,813.5,0,459.9489726,983.4722041,0,0,182,0,0,0,0,459.9489726
11/05/2017 02*,11/05/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),0,53045.58897,242.060648,1391.143082,1218.93,0,410.1090531,983.7579727,0,0,18,0,0,0,0,410.1090531
11/05/2017 03,11/05/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),0,52444.20192,130.2786869,1515.047938,366.75,0,221.7000408,1065.347127,0,0,83.5,0,0,0,0,221.7000389
11/05/2017 04,11/05/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),0,51920.76808,15.57620792,1527.465609,0,0,26.60001222,1056.17438,0,0,0,0,0,0,0,26.60001222
11/05/2017 05,11/05/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),0,52226.16903,15.02762677,1445.009676,0,0,25.99999237,1014.585034,0,0,0,0,0,0,0,25.99999237
11/05/2017 06,11/05/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),5.04,53224.54797,43.94940357,1328.078153,205.51,0,75.75899506,923.2680712,0,0,50.409,0,0,0,0,75.75899506
11/05/2017 07,11/05/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),0,55342.12603,173.004608,1217.346469,453.44,0,296.4999703,853.262382,0,0,155.1,0,0,0,0,296.4999703
11/05/2017 08,11/05/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),0,57735.865,355.1217977,1344.017,2393.87,0,601.7160424,925.6972082,0,0,184.1,0,0,0,0,601.7160424
